category,type,split,label,is_defect,resolution,mode,filename
carpet,Texture,test,cut,1,1024x1024,RGB,008.png
carpet,Texture,test,cut,1,1024x1024,RGB,009.png
carpet,Texture,test,cut,1,1024x1024,RGB,010.png
carpet,Texture,test,cut,1,1024x1024,RGB,011.png
carpet,Texture,test,cut,1,1024x1024,RGB,012.png
carpet,Texture,test,cut,1,1024x1024,RGB,013.png
carpet,Texture,test,cut,1,1024x1024,RGB,014.png
carpet,Texture,test,cut,1,1024x1024,RGB,015.png
carpet,Texture,test,cut,1,1024x1024,RGB,016.png
carpet,Texture,test,good,0,1024x1024,RGB,000.png
carpet,Texture,test,good,0,1024x1024,RGB,001.png
carpet,Texture,test,good,0,1024x1024,RGB,002.png
carpet,Texture,test,good,0,1024x1024,RGB,003.png
carpet,Texture,test,good,0,1024x1024,RGB,004.png
carpet,Texture,test,good,0,1024x1024,RGB,005.png
carpet,Texture,test,good,0,1024x1024,RGB,006.png
carpet,Texture,test,good,0,1024x1024,RGB,007.png
carpet,Texture,test,good,0,1024x1024,RGB,008.png
carpet,Texture,test,good,0,1024x1024,RGB,009.png
carpet,Texture,test,good,0,1024x1024,RGB,010.png
carpet,Texture,test,good,0,1024x1024,RGB,011.png
carpet,Texture,test,good,0,1024x1024,RGB,012.png
carpet,Texture,test,good,0,1024x1024,RGB,013.png
carpet,Texture,test,good,0,1024x1024,RGB,014.png
carpet,Texture,test,good,0,1024x1024,RGB,015.png
carpet,Texture,test,good,0,1024x1024,RGB,016.png
carpet,Texture,test,good,0,1024x1024,RGB,017.png
carpet,Texture,test,good,0,1024x1024,RGB,018.png
carpet,Texture,test,good,0,1024x1024,RGB,019.png
carpet,Texture,test,good,0,1024x1024,RGB,020.png
carpet,Texture,test,good,0,1024x1024,RGB,021.png
carpet,Texture,test,good,0,1024x1024,RGB,022.png
carpet,Texture,test,good,0,1024x1024,RGB,023.png
carpet,Texture,test,good,0,1024x1024,RGB,024.png
carpet,Texture,test,good,0,1024x1024,RGB,025.png
carpet,Texture,test,good,0,1024x1024,RGB,026.png
carpet,Texture,test,good,0,1024x1024,RGB,027.png
carpet,Texture,test,hole,1,1024x1024,RGB,000.png
carpet,Texture,test,hole,1,1024x1024,RGB,001.png
carpet,Texture,test,hole,1,1024x1024,RGB,002.png
carpet,Texture,test,hole,1,1024x1024,RGB,003.png
carpet,Texture,test,hole,1,1024x1024,RGB,004.png
carpet,Texture,test,hole,1,1024x1024,RGB,005.png
carpet,Texture,test,hole,1,1024x1024,RGB,006.png
carpet,Texture,test,hole,1,1024x1024,RGB,007.png
carpet,Texture,test,hole,1,1024x1024,RGB,008.png
carpet,Texture,test,hole,1,1024x1024,RGB,009.png
carpet,Texture,test,hole,1,1024x1024,RGB,010.png
carpet,Texture,test,hole,1,1024x1024,RGB,011.png
carpet,Texture,test,hole,1,1024x1024,RGB,012.png
carpet,Texture,test,hole,1,1024x1024,RGB,013.png
carpet,Texture,test,hole,1,1024x1024,RGB,014.png
carpet,Texture,test,hole,1,1024x1024,RGB,015.png
carpet,Texture,test,hole,1,1024x1024,RGB,016.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,000.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,001.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,002.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,003.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,004.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,005.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,006.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,007.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,008.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,009.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,010.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,011.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,012.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,013.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,014.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,015.png
carpet,Texture,test,metal_contamination,1,1024x1024,RGB,016.png
carpet,Texture,test,thread,1,1024x1024,RGB,000.png
carpet,Texture,test,thread,1,1024x1024,RGB,001.png
carpet,Texture,test,thread,1,1024x1024,RGB,002.png
carpet,Texture,test,thread,1,1024x1024,RGB,003.png
carpet,Texture,test,thread,1,1024x1024,RGB,004.png
carpet,Texture,test,thread,1,1024x1024,RGB,005.png
carpet,Texture,test,thread,1,1024x1024,RGB,006.png
carpet,Texture,test,thread,1,1024x1024,RGB,007.png
carpet,Texture,test,thread,1,1024x1024,RGB,008.png
carpet,Texture,test,thread,1,1024x1024,RGB,009.png
carpet,Texture,test,thread,1,1024x1024,RGB,010.png
carpet,Texture,test,thread,1,1024x1024,RGB,011.png
carpet,Texture,test,thread,1,1024x1024,RGB,012.png
carpet,Texture,test,thread,1,1024x1024,RGB,013.png
carpet,Texture,test,thread,1,1024x1024,RGB,014.png
carpet,Texture,test,thread,1,1024x1024,RGB,015.png
carpet,Texture,test,thread,1,1024x1024,RGB,016.png
carpet,Texture,test,thread,1,1024x1024,RGB,017.png
carpet,Texture,test,thread,1,1024x1024,RGB,018.png
grid,Texture,train,good,0,1024x1024,L,000.png
grid,Texture,train,good,0,1024x1024,L,001.png
grid,Texture,train,good,0,1024x1024,L,002.png
grid,Texture,train,good,0,1024x1024,L,003.png
grid,Texture,train,good,0,1024x1024,L,004.png
grid,Texture,train,good,0,1024x1024,L,005.png
grid,Texture,train,good,0,1024x1024,L,006.png
grid,Texture,train,good,0,1024x1024,L,007.png
grid,Texture,train,good,0,1024x1024,L,008.png
grid,Texture,train,good,0,1024x1024,L,009.png
grid,Texture,train,good,0,1024x1024,L,010.png
grid,Texture,train,good,0,1024x1024,L,011.png
grid,Texture,train,good,0,1024x1024,L,012.png
grid,Texture,train,good,0,1024x1024,L,013.png
grid,Texture,train,good,0,1024x1024,L,014.png
grid,Texture,train,good,0,1024x1024,L,015.png
grid,Texture,train,good,0,1024x1024,L,016.png
grid,Texture,train,good,0,1024x1024,L,017.png
grid,Texture,train,good,0,1024x1024,L,018.png
grid,Texture,train,good,0,1024x1024,L,019.png
grid,Texture,train,good,0,1024x1024,L,020.png
grid,Texture,train,good,0,1024x1024,L,021.png
grid,Texture,train,good,0,1024x1024,L,022.png
grid,Texture,train,good,0,1024x1024,L,023.png
grid,Texture,train,good,0,1024x1024,L,024.png
grid,Texture,train,good,0,1024x1024,L,025.png
grid,Texture,train,good,0,1024x1024,L,026.png
grid,Texture,train,good,0,1024x1024,L,027.png
grid,Texture,train,good,0,1024x1024,L,028.png
grid,Texture,train,good,0,1024x1024,L,029.png
grid,Texture,train,good,0,1024x1024,L,030.png
grid,Texture,train,good,0,1024x1024,L,031.png
grid,Texture,train,good,0,1024x1024,L,032.png
grid,Texture,train,good,0,1024x1024,L,033.png
grid,Texture,train,good,0,1024x1024,L,034.png
grid,Texture,train,good,0,1024x1024,L,035.png
grid,Texture,train,good,0,1024x1024,L,036.png
grid,Texture,train,good,0,1024x1024,L,037.png
grid,Texture,train,good,0,1024x1024,L,038.png
grid,Texture,train,good,0,1024x1024,L,039.png
grid,Texture,train,good,0,1024x1024,L,040.png
grid,Texture,train,good,0,1024x1024,L,041.png
grid,Texture,train,good,0,1024x1024,L,042.png
grid,Texture,train,good,0,1024x1024,L,043.png
grid,Texture,train,good,0,1024x1024,L,044.png
grid,Texture,train,good,0,1024x1024,L,045.png
grid,Texture,train,good,0,1024x1024,L,046.png
grid,Texture,train,good,0,1024x1024,L,047.png
grid,Texture,train,good,0,1024x1024,L,048.png
grid,Texture,train,good,0,1024x1024,L,049.png
grid,Texture,train,good,0,1024x1024,L,050.png
grid,Texture,train,good,0,1024x1024,L,051.png
grid,Texture,train,good,0,1024x1024,L,052.png
grid,Texture,train,good,0,1024x1024,L,053.png
grid,Texture,train,good,0,1024x1024,L,054.png
grid,Texture,train,good,0,1024x1024,L,055.png
grid,Texture,train,good,0,1024x1024,L,056.png
grid,Texture,train,good,0,1024x1024,L,057.png
grid,Texture,train,good,0,1024x1024,L,058.png
grid,Texture,train,good,0,1024x1024,L,059.png
grid,Texture,train,good,0,1024x1024,L,060.png
grid,Texture,train,good,0,1024x1024,L,061.png
grid,Texture,train,good,0,1024x1024,L,062.png
grid,Texture,train,good,0,1024x1024,L,063.png
grid,Texture,train,good,0,1024x1024,L,064.png
grid,Texture,train,good,0,1024x1024,L,065.png
grid,Texture,train,good,0,1024x1024,L,066.png
grid,Texture,train,good,0,1024x1024,L,067.png
grid,Texture,train,good,0,1024x1024,L,068.png
grid,Texture,train,good,0,1024x1024,L,069.png
grid,Texture,train,good,0,1024x1024,L,070.png
grid,Texture,train,good,0,1024x1024,L,071.png
grid,Texture,train,good,0,1024x1024,L,072.png
grid,Texture,train,good,0,1024x1024,L,073.png
grid,Texture,train,good,0,1024x1024,L,074.png
grid,Texture,train,good,0,1024x1024,L,075.png
grid,Texture,train,good,0,1024x1024,L,076.png
grid,Texture,train,good,0,1024x1024,L,077.png
grid,Texture,train,good,0,1024x1024,L,078.png
grid,Texture,train,good,0,1024x1024,L,079.png
grid,Texture,train,good,0,1024x1024,L,080.png
grid,Texture,train,good,0,1024x1024,L,081.png
grid,Texture,train,good,0,1024x1024,L,082.png
grid,Texture,train,good,0,1024x1024,L,083.png
grid,Texture,train,good,0,1024x1024,L,084.png
grid,Texture,train,good,0,1024x1024,L,085.png
grid,Texture,train,good,0,1024x1024,L,086.png
grid,Texture,train,good,0,1024x1024,L,087.png
grid,Texture,train,good,0,1024x1024,L,088.png
grid,Texture,train,good,0,1024x1024,L,089.png
grid,Texture,train,good,0,1024x1024,L,090.png
grid,Texture,train,good,0,1024x1024,L,091.png
grid,Texture,train,good,0,1024x1024,L,092.png
grid,Texture,train,good,0,1024x1024,L,093.png
grid,Texture,train,good,0,1024x1024,L,094.png
grid,Texture,train,good,0,1024x1024,L,095.png
grid,Texture,train,good,0,1024x1024,L,096.png
grid,Texture,train,good,0,1024x1024,L,097.png
grid,Texture,train,good,0,1024x1024,L,098.png
grid,Texture,train,good,0,1024x1024,L,099.png
grid,Texture,train,good,0,1024x1024,L,100.png
grid,Texture,train,good,0,1024x1024,L,101.png
grid,Texture,train,good,0,1024x1024,L,102.png
grid,Texture,train,good,0,1024x1024,L,103.png
grid,Texture,train,good,0,1024x1024,L,104.png
grid,Texture,train,good,0,1024x1024,L,105.png
grid,Texture,train,good,0,1024x1024,L,106.png
grid,Texture,train,good,0,1024x1024,L,107.png
grid,Texture,train,good,0,1024x1024,L,108.png
grid,Texture,train,good,0,1024x1024,L,109.png
grid,Texture,train,good,0,1024x1024,L,110.png
grid,Texture,train,good,0,1024x1024,L,111.png
grid,Texture,train,good,0,1024x1024,L,112.png
grid,Texture,train,good,0,1024x1024,L,113.png
grid,Texture,train,good,0,1024x1024,L,114.png
grid,Texture,train,good,0,1024x1024,L,115.png
grid,Texture,train,good,0,1024x1024,L,116.png
grid,Texture,train,good,0,1024x1024,L,117.png
grid,Texture,train,good,0,1024x1024,L,118.png
grid,Texture,train,good,0,1024x1024,L,119.png
grid,Texture,train,good,0,1024x1024,L,120.png
grid,Texture,train,good,0,1024x1024,L,121.png
grid,Texture,train,good,0,1024x1024,L,122.png
grid,Texture,train,good,0,1024x1024,L,123.png
grid,Texture,train,good,0,1024x1024,L,124.png
grid,Texture,train,good,0,1024x1024,L,125.png
grid,Texture,train,good,0,1024x1024,L,126.png
grid,Texture,train,good,0,1024x1024,L,127.png
grid,Texture,train,good,0,1024x1024,L,128.png
grid,Texture,train,good,0,1024x1024,L,129.png
grid,Texture,train,good,0,1024x1024,L,130.png
grid,Texture,train,good,0,1024x1024,L,131.png
grid,Texture,train,good,0,1024x1024,L,132.png
grid,Texture,train,good,0,1024x1024,L,133.png
grid,Texture,train,good,0,1024x1024,L,134.png
grid,Texture,train,good,0,1024x1024,L,135.png
grid,Texture,train,good,0,1024x1024,L,136.png
grid,Texture,train,good,0,1024x1024,L,137.png
grid,Texture,train,good,0,1024x1024,L,138.png
grid,Texture,train,good,0,1024x1024,L,139.png
grid,Texture,train,good,0,1024x1024,L,140.png
grid,Texture,train,good,0,1024x1024,L,141.png
grid,Texture,train,good,0,1024x1024,L,142.png
grid,Texture,train,good,0,1024x1024,L,143.png
grid,Texture,train,good,0,1024x1024,L,144.png
grid,Texture,train,good,0,1024x1024,L,145.png
grid,Texture,train,good,0,1024x1024,L,146.png
grid,Texture,train,good,0,1024x1024,L,147.png
grid,Texture,train,good,0,1024x1024,L,148.png
grid,Texture,train,good,0,1024x1024,L,149.png
grid,Texture,train,good,0,1024x1024,L,150.png
grid,Texture,train,good,0,1024x1024,L,151.png
grid,Texture,train,good,0,1024x1024,L,152.png
grid,Texture,train,good,0,1024x1024,L,153.png
grid,Texture,train,good,0,1024x1024,L,154.png
grid,Texture,train,good,0,1024x1024,L,155.png
grid,Texture,train,good,0,1024x1024,L,156.png
grid,Texture,train,good,0,1024x1024,L,157.png
grid,Texture,train,good,0,1024x1024,L,158.png
grid,Texture,train,good,0,1024x1024,L,159.png
grid,Texture,train,good,0,1024x1024,L,160.png
grid,Texture,train,good,0,1024x1024,L,161.png
grid,Texture,train,good,0,1024x1024,L,162.png
grid,Texture,train,good,0,1024x1024,L,163.png
grid,Texture,train,good,0,1024x1024,L,164.png
grid,Texture,train,good,0,1024x1024,L,165.png
grid,Texture,train,good,0,1024x1024,L,166.png
grid,Texture,train,good,0,1024x1024,L,167.png
grid,Texture,train,good,0,1024x1024,L,168.png
grid,Texture,train,good,0,1024x1024,L,169.png
grid,Texture,train,good,0,1024x1024,L,170.png
grid,Texture,train,good,0,1024x1024,L,171.png
grid,Texture,train,good,0,1024x1024,L,172.png
grid,Texture,train,good,0,1024x1024,L,173.png
grid,Texture,train,good,0,1024x1024,L,174.png
grid,Texture,train,good,0,1024x1024,L,175.png
grid,Texture,train,good,0,1024x1024,L,176.png
grid,Texture,train,good,0,1024x1024,L,177.png
grid,Texture,train,good,0,1024x1024,L,178.png
grid,Texture,train,good,0,1024x1024,L,179.png
grid,Texture,train,good,0,1024x1024,L,180.png
grid,Texture,train,good,0,1024x1024,L,181.png
grid,Texture,train,good,0,1024x1024,L,182.png
grid,Texture,train,good,0,1024x1024,L,183.png
grid,Texture,train,good,0,1024x1024,L,184.png
grid,Texture,train,good,0,1024x1024,L,185.png
grid,Texture,train,good,0,1024x1024,L,186.png
grid,Texture,train,good,0,1024x1024,L,187.png
grid,Texture,train,good,0,1024x1024,L,188.png
grid,Texture,train,good,0,1024x1024,L,189.png
grid,Texture,train,good,0,1024x1024,L,190.png
grid,Texture,train,good,0,1024x1024,L,191.png
grid,Texture,train,good,0,1024x1024,L,192.png
grid,Texture,train,good,0,1024x1024,L,193.png
grid,Texture,train,good,0,1024x1024,L,194.png
grid,Texture,train,good,0,1024x1024,L,195.png
grid,Texture,train,good,0,1024x1024,L,196.png
grid,Texture,train,good,0,1024x1024,L,197.png
grid,Texture,train,good,0,1024x1024,L,198.png
grid,Texture,train,good,0,1024x1024,L,199.png
grid,Texture,train,good,0,1024x1024,L,200.png
grid,Texture,train,good,0,1024x1024,L,201.png
grid,Texture,train,good,0,1024x1024,L,202.png
grid,Texture,train,good,0,1024x1024,L,203.png
grid,Texture,train,good,0,1024x1024,L,204.png
grid,Texture,train,good,0,1024x1024,L,205.png
grid,Texture,train,good,0,1024x1024,L,206.png
grid,Texture,train,good,0,1024x1024,L,207.png
grid,Texture,train,good,0,1024x1024,L,208.png
grid,Texture,train,good,0,1024x1024,L,209.png
grid,Texture,train,good,0,1024x1024,L,210.png
grid,Texture,train,good,0,1024x1024,L,211.png
grid,Texture,train,good,0,1024x1024,L,212.png
grid,Texture,train,good,0,1024x1024,L,213.png
grid,Texture,train,good,0,1024x1024,L,214.png
grid,Texture,train,good,0,1024x1024,L,215.png
grid,Texture,train,good,0,1024x1024,L,216.png
grid,Texture,train,good,0,1024x1024,L,217.png
grid,Texture,train,good,0,1024x1024,L,218.png
grid,Texture,train,good,0,1024x1024,L,219.png
grid,Texture,train,good,0,1024x1024,L,220.png
grid,Texture,train,good,0,1024x1024,L,221.png
grid,Texture,train,good,0,1024x1024,L,222.png
grid,Texture,train,good,0,1024x1024,L,223.png
grid,Texture,train,good,0,1024x1024,L,224.png
grid,Texture,train,good,0,1024x1024,L,225.png
grid,Texture,train,good,0,1024x1024,L,226.png
grid,Texture,train,good,0,1024x1024,L,227.png
grid,Texture,train,good,0,1024x1024,L,228.png
grid,Texture,train,good,0,1024x1024,L,229.png
grid,Texture,train,good,0,1024x1024,L,230.png
grid,Texture,train,good,0,1024x1024,L,231.png
grid,Texture,train,good,0,1024x1024,L,232.png
grid,Texture,train,good,0,1024x1024,L,233.png
grid,Texture,train,good,0,1024x1024,L,234.png
grid,Texture,train,good,0,1024x1024,L,235.png
grid,Texture,train,good,0,1024x1024,L,236.png
grid,Texture,train,good,0,1024x1024,L,237.png
grid,Texture,train,good,0,1024x1024,L,238.png
grid,Texture,train,good,0,1024x1024,L,239.png
grid,Texture,train,good,0,1024x1024,L,240.png
grid,Texture,train,good,0,1024x1024,L,241.png
grid,Texture,train,good,0,1024x1024,L,242.png
grid,Texture,train,good,0,1024x1024,L,243.png
grid,Texture,train,good,0,1024x1024,L,244.png
grid,Texture,train,good,0,1024x1024,L,245.png
grid,Texture,train,good,0,1024x1024,L,246.png
grid,Texture,train,good,0,1024x1024,L,247.png
grid,Texture,train,good,0,1024x1024,L,248.png
grid,Texture,train,good,0,1024x1024,L,249.png
grid,Texture,train,good,0,1024x1024,L,250.png
grid,Texture,train,good,0,1024x1024,L,251.png
grid,Texture,train,good,0,1024x1024,L,252.png
grid,Texture,train,good,0,1024x1024,L,253.png
grid,Texture,train,good,0,1024x1024,L,254.png
grid,Texture,train,good,0,1024x1024,L,255.png
grid,Texture,train,good,0,1024x1024,L,256.png
grid,Texture,train,good,0,1024x1024,L,257.png
grid,Texture,train,good,0,1024x1024,L,258.png
grid,Texture,train,good,0,1024x1024,L,259.png
grid,Texture,train,good,0,1024x1024,L,260.png
grid,Texture,train,good,0,1024x1024,L,261.png
grid,Texture,train,good,0,1024x1024,L,262.png
grid,Texture,train,good,0,1024x1024,L,263.png
grid,Texture,test,bent,1,1024x1024,L,000.png
grid,Texture,test,bent,1,1024x1024,L,001.png
grid,Texture,test,bent,1,1024x1024,L,002.png
grid,Texture,test,bent,1,1024x1024,L,003.png
grid,Texture,test,bent,1,1024x1024,L,004.png
grid,Texture,test,bent,1,1024x1024,L,005.png
grid,Texture,test,bent,1,1024x1024,L,006.png
grid,Texture,test,bent,1,1024x1024,L,007.png
grid,Texture,test,bent,1,1024x1024,L,008.png
grid,Texture,test,bent,1,1024x1024,L,009.png
grid,Texture,test,bent,1,1024x1024,L,010.png
grid,Texture,test,bent,1,1024x1024,L,011.png
grid,Texture,test,broken,1,1024x1024,L,000.png
grid,Texture,test,broken,1,1024x1024,L,001.png
grid,Texture,test,broken,1,1024x1024,L,002.png
grid,Texture,test,broken,1,1024x1024,L,003.png
grid,Texture,test,broken,1,1024x1024,L,004.png
grid,Texture,test,broken,1,1024x1024,L,005.png
grid,Texture,test,broken,1,1024x1024,L,006.png
grid,Texture,test,broken,1,1024x1024,L,007.png
grid,Texture,test,broken,1,1024x1024,L,008.png
grid,Texture,test,broken,1,1024x1024,L,009.png
grid,Texture,test,broken,1,1024x1024,L,010.png
grid,Texture,test,broken,1,1024x1024,L,011.png
grid,Texture,test,glue,1,1024x1024,L,000.png
grid,Texture,test,glue,1,1024x1024,L,001.png
grid,Texture,test,glue,1,1024x1024,L,002.png
grid,Texture,test,glue,1,1024x1024,L,003.png
grid,Texture,test,glue,1,1024x1024,L,004.png
grid,Texture,test,glue,1,1024x1024,L,005.png
grid,Texture,test,glue,1,1024x1024,L,006.png
grid,Texture,test,glue,1,1024x1024,L,007.png
grid,Texture,test,glue,1,1024x1024,L,008.png
grid,Texture,test,glue,1,1024x1024,L,009.png
grid,Texture,test,glue,1,1024x1024,L,010.png
grid,Texture,test,good,0,1024x1024,L,000.png
grid,Texture,test,good,0,1024x1024,L,001.png
grid,Texture,test,good,0,1024x1024,L,002.png
grid,Texture,test,good,0,1024x1024,L,003.png
grid,Texture,test,good,0,1024x1024,L,004.png
grid,Texture,test,good,0,1024x1024,L,005.png
grid,Texture,test,good,0,1024x1024,L,006.png
grid,Texture,test,good,0,1024x1024,L,007.png
grid,Texture,test,good,0,1024x1024,L,008.png
grid,Texture,test,good,0,1024x1024,L,009.png
grid,Texture,test,good,0,1024x1024,L,010.png
grid,Texture,test,good,0,1024x1024,L,011.png
grid,Texture,test,good,0,1024x1024,L,012.png
grid,Texture,test,good,0,1024x1024,L,013.png
grid,Texture,test,good,0,1024x1024,L,014.png
grid,Texture,test,good,0,1024x1024,L,015.png
grid,Texture,test,good,0,1024x1024,L,016.png
grid,Texture,test,good,0,1024x1024,L,017.png
grid,Texture,test,good,0,1024x1024,L,018.png
grid,Texture,test,good,0,1024x1024,L,019.png
grid,Texture,test,good,0,1024x1024,L,020.png
grid,Texture,test,metal_contamination,1,1024x1024,L,000.png
grid,Texture,test,metal_contamination,1,1024x1024,L,001.png
grid,Texture,test,metal_contamination,1,1024x1024,L,002.png
grid,Texture,test,metal_contamination,1,1024x1024,L,003.png
grid,Texture,test,metal_contamination,1,1024x1024,L,004.png
grid,Texture,test,metal_contamination,1,1024x1024,L,005.png
grid,Texture,test,metal_contamination,1,1024x1024,L,006.png
grid,Texture,test,metal_contamination,1,1024x1024,L,007.png
grid,Texture,test,metal_contamination,1,1024x1024,L,008.png
grid,Texture,test,metal_contamination,1,1024x1024,L,009.png
grid,Texture,test,metal_contamination,1,1024x1024,L,010.png
grid,Texture,test,thread,1,1024x1024,L,000.png
grid,Texture,test,thread,1,1024x1024,L,001.png
grid,Texture,test,thread,1,1024x1024,L,002.png
grid,Texture,test,thread,1,1024x1024,L,003.png
grid,Texture,test,thread,1,1024x1024,L,004.png
grid,Texture,test,thread,1,1024x1024,L,005.png
grid,Texture,test,thread,1,1024x1024,L,006.png
grid,Texture,test,thread,1,1024x1024,L,007.png
grid,Texture,test,thread,1,1024x1024,L,008.png
grid,Texture,test,thread,1,1024x1024,L,009.png
grid,Texture,test,thread,1,1024x1024,L,010.png
hazelnut,Objet,train,good,0,1024x1024,RGB,000.png
hazelnut,Objet,train,good,0,1024x1024,RGB,001.png
hazelnut,Objet,train,good,0,1024x1024,RGB,002.png
hazelnut,Objet,train,good,0,1024x1024,RGB,003.png
hazelnut,Objet,train,good,0,1024x1024,RGB,004.png
hazelnut,Objet,train,good,0,1024x1024,RGB,005.png
hazelnut,Objet,train,good,0,1024x1024,RGB,006.png
hazelnut,Objet,train,good,0,1024x1024,RGB,007.png
hazelnut,Objet,train,good,0,1024x1024,RGB,008.png
hazelnut,Objet,train,good,0,1024x1024,RGB,009.png
hazelnut,Objet,train,good,0,1024x1024,RGB,010.png
hazelnut,Objet,train,good,0,1024x1024,RGB,011.png
hazelnut,Objet,train,good,0,1024x1024,RGB,012.png
hazelnut,Objet,train,good,0,1024x1024,RGB,013.png
hazelnut,Objet,train,good,0,1024x1024,RGB,014.png
hazelnut,Objet,train,good,0,1024x1024,RGB,015.png
hazelnut,Objet,train,good,0,1024x1024,RGB,016.png
hazelnut,Objet,train,good,0,1024x1024,RGB,017.png
hazelnut,Objet,train,good,0,1024x1024,RGB,018.png
hazelnut,Objet,train,good,0,1024x1024,RGB,019.png
hazelnut,Objet,train,good,0,1024x1024,RGB,020.png
hazelnut,Objet,train,good,0,1024x1024,RGB,021.png
hazelnut,Objet,train,good,0,1024x1024,RGB,022.png
hazelnut,Objet,train,good,0,1024x1024,RGB,023.png
hazelnut,Objet,train,good,0,1024x1024,RGB,024.png
hazelnut,Objet,train,good,0,1024x1024,RGB,025.png
hazelnut,Objet,train,good,0,1024x1024,RGB,026.png
hazelnut,Objet,train,good,0,1024x1024,RGB,027.png
hazelnut,Objet,train,good,0,1024x1024,RGB,028.png
hazelnut,Objet,train,good,0,1024x1024,RGB,029.png
hazelnut,Objet,train,good,0,1024x1024,RGB,030.png
hazelnut,Objet,train,good,0,1024x1024,RGB,031.png
hazelnut,Objet,train,good,0,1024x1024,RGB,032.png
hazelnut,Objet,train,good,0,1024x1024,RGB,033.png
hazelnut,Objet,train,good,0,1024x1024,RGB,034.png
hazelnut,Objet,train,good,0,1024x1024,RGB,035.png
hazelnut,Objet,train,good,0,1024x1024,RGB,036.png
hazelnut,Objet,train,good,0,1024x1024,RGB,037.png
hazelnut,Objet,train,good,0,1024x1024,RGB,038.png
hazelnut,Objet,train,good,0,1024x1024,RGB,039.png
hazelnut,Objet,train,good,0,1024x1024,RGB,040.png
hazelnut,Objet,train,good,0,1024x1024,RGB,041.png
hazelnut,Objet,train,good,0,1024x1024,RGB,042.png
hazelnut,Objet,train,good,0,1024x1024,RGB,043.png
hazelnut,Objet,train,good,0,1024x1024,RGB,044.png
hazelnut,Objet,train,good,0,1024x1024,RGB,045.png
hazelnut,Objet,train,good,0,1024x1024,RGB,046.png
hazelnut,Objet,train,good,0,1024x1024,RGB,047.png
hazelnut,Objet,train,good,0,1024x1024,RGB,048.png
hazelnut,Objet,train,good,0,1024x1024,RGB,049.png
hazelnut,Objet,train,good,0,1024x1024,RGB,050.png
hazelnut,Objet,train,good,0,1024x1024,RGB,051.png
hazelnut,Objet,train,good,0,1024x1024,RGB,052.png
hazelnut,Objet,train,good,0,1024x1024,RGB,053.png
hazelnut,Objet,train,good,0,1024x1024,RGB,054.png
hazelnut,Objet,train,good,0,1024x1024,RGB,055.png
hazelnut,Objet,train,good,0,1024x1024,RGB,056.png
hazelnut,Objet,train,good,0,1024x1024,RGB,057.png
hazelnut,Objet,train,good,0,1024x1024,RGB,058.png
hazelnut,Objet,train,good,0,1024x1024,RGB,059.png
hazelnut,Objet,train,good,0,1024x1024,RGB,060.png
hazelnut,Objet,train,good,0,1024x1024,RGB,061.png
hazelnut,Objet,train,good,0,1024x1024,RGB,062.png
hazelnut,Objet,train,good,0,1024x1024,RGB,063.png
hazelnut,Objet,train,good,0,1024x1024,RGB,064.png
hazelnut,Objet,train,good,0,1024x1024,RGB,065.png
hazelnut,Objet,train,good,0,1024x1024,RGB,066.png
hazelnut,Objet,train,good,0,1024x1024,RGB,067.png
hazelnut,Objet,train,good,0,1024x1024,RGB,068.png
hazelnut,Objet,train,good,0,1024x1024,RGB,069.png
hazelnut,Objet,train,good,0,1024x1024,RGB,070.png
hazelnut,Objet,train,good,0,1024x1024,RGB,071.png
hazelnut,Objet,train,good,0,1024x1024,RGB,072.png
hazelnut,Objet,train,good,0,1024x1024,RGB,073.png
hazelnut,Objet,train,good,0,1024x1024,RGB,074.png
hazelnut,Objet,train,good,0,1024x1024,RGB,075.png
hazelnut,Objet,train,good,0,1024x1024,RGB,076.png
hazelnut,Objet,train,good,0,1024x1024,RGB,077.png
hazelnut,Objet,train,good,0,1024x1024,RGB,078.png
hazelnut,Objet,train,good,0,1024x1024,RGB,079.png
hazelnut,Objet,train,good,0,1024x1024,RGB,080.png
hazelnut,Objet,train,good,0,1024x1024,RGB,081.png
hazelnut,Objet,train,good,0,1024x1024,RGB,082.png
hazelnut,Objet,train,good,0,1024x1024,RGB,083.png
hazelnut,Objet,train,good,0,1024x1024,RGB,084.png
hazelnut,Objet,train,good,0,1024x1024,RGB,085.png
hazelnut,Objet,train,good,0,1024x1024,RGB,086.png
hazelnut,Objet,train,good,0,1024x1024,RGB,087.png
hazelnut,Objet,train,good,0,1024x1024,RGB,088.png
